N,P,K,Temperature,Humidity,pH,Rainfall,Crop,Mixed_Crops,Organic_Fertilizer,Biopesticide,Agroforestry_Tree
89,108,191,24.6,83.1,6.1,1939.1,banana,Banana+Coffee,Vermicompost,Pseudomonas,Neem
110,35,51,39.0,36.6,7.1,856.3,mungbean,Mungbean+Sorghum,Bio-slurry,Bt Spray,Subabul
17,40,8,22.0,74.9,4.6,833.1,watermelon,Watermelon+Maize,Jeevamrutha,Garlic-Chili Extract,Neem
127,95,97,21.6,37.3,7.4,501.8,grapes,Grapes+Legumes,Panchagavya,Panchagavya Extract,Subabul
110,77,168,35.7,44.0,5.9,1909.3,watermelon,Watermelon+Maize,Farmyard Manure,Neem Oil,Sesbania
34,118,58,21.7,38.3,6.3,1279.4,grapes,Grapes+Legumes,Neem Cake,Neem + Soap,Casuarina
42,42,76,33.7,65.1,6.4,1912.7,rice,Rice+Sesbania,Neem Cake,Neem Oil,Acacia
108,73,57,27.5,77.6,6.4,1724.4,coffee,Coffee+Banana,Panchagavya,Pseudomonas,Gliricidia
30,78,161,27.8,63.5,7.8,964.0,banana,Banana+Coffee,Bio-slurry,Trichoderma,Subabul
103,42,61,18.6,58.8,6.7,461.4,blackgram,Blackgram+Maize,Panchagavya,Trichoderma,Casuarina
76,34,154,27.9,64.5,6.9,1956.6,cotton,Cotton+Turmeric,Vermicompost,Pseudomonas,Casuarina
122,101,173,38.2,80.1,5.3,906.4,rice,Rice+Sesbania,Farmyard Manure,Trichoderma,Subabul
134,12,15,25.8,57.0,7.3,766.2,muskmelon,Muskmelon+Beans,Neem Cake,Garlic-Chili Extract,Casuarina
139,15,165,39.7,77.1,5.6,1009.7,apple,Apple+Medicinal Plants,Green Manure,Pseudomonas,Acacia
19,63,101,39.1,30.8,4.6,1531.7,jute,Jute+Rice,Bio-slurry,Panchagavya Extract,Sesbania
75,7,105,33.6,35.7,7.0,1991.2,mothbeans,Mothbean+Castor,Farmyard Manure,Trichoderma,Subabul
81,68,120,24.2,85.9,8.4,1929.0,lentil,Lentil+Mustard,Panchagavya,Pseudomonas,Drumstick
95,85,153,23.3,58.8,7.0,267.3,coffee,Coffee+Banana,Bio-slurry,Bt Spray,Gliricidia
80,84,174,15.9,75.7,5.8,832.9,coffee,Coffee+Banana,Forest Leaf Compost,Beauveria Bassiana,Casuarina
81,74,54,19.7,81.4,4.7,1912.6,mango,Mango+Turmeric,Bio-slurry,Garlic-Chili Extract,Subabul
84,54,179,37.4,50.6,6.7,1155.9,lentil,Lentil+Mustard,Green Manure,Panchagavya Extract,Leucaena
35,23,183,35.8,87.9,6.1,1544.7,chickpea,Wheat+Gram,Green Manure,Garlic-Chili Extract,Casuarina
115,91,125,37.4,32.0,4.9,1195.2,muskmelon,Muskmelon+Beans,Bio-slurry,Neem + Soap,Drumstick
27,32,32,19.6,38.9,5.7,953.9,papaya,Papaya+Drumstick,Bio-slurry,Trichoderma,Neem
122,119,129,35.0,61.3,4.8,1665.8,pomegranate,Pomegranate+Marigold,Panchagavya,Pseudomonas,Leucaena
114,52,26,29.6,89.8,4.9,1387.0,coffee,Coffee+Banana,Forest Leaf Compost,Panchagavya Extract,Casuarina
10,89,180,39.3,69.1,8.5,353.7,grapes,Grapes+Legumes,Bio-slurry,Garlic-Chili Extract,Casuarina
132,72,114,21.1,40.5,6.7,980.4,maize,Maize+Beans,Farmyard Manure,Neem Oil,Gliricidia
56,11,50,37.4,71.0,6.3,852.3,rice,Rice+Sesbania,Jeevamrutha,Panchagavya Extract,Subabul
40,11,172,16.5,45.3,7.1,610.7,lentil,Lentil+Mustard,Neem Cake,Beauveria Bassiana,Neem
128,45,30,20.3,59.0,7.4,1237.9,chickpea,Wheat+Gram,Jeevamrutha,Pseudomonas,Neem
111,88,152,36.8,62.1,4.9,1300.1,maize,Maize+Beans,Farmyard Manure,Neem + Soap,Leucaena
28,115,127,36.6,66.5,5.4,741.4,pomegranate,Pomegranate+Marigold,Green Manure,Bt Spray,Casuarina
78,113,178,32.4,87.0,5.8,446.1,orange,Orange+Spices,Jeevamrutha,Neem Oil,Acacia
11,29,105,27.6,70.2,6.5,317.9,mungbean,Mungbean+Sorghum,Panchagavya,Neem + Soap,Acacia
13,102,138,24.0,73.3,6.4,724.8,orange,Orange+Spices,Farmyard Manure,Beauveria Bassiana,Subabul
33,111,107,18.4,81.9,5.4,1772.9,coconut,Coconut+Pineapple,Jeevamrutha,Pseudomonas,Sesbania
127,97,190,31.5,42.7,4.7,1370.4,cotton,Cotton+Turmeric,Farmyard Manure,Panchagavya Extract,Gliricidia
36,94,174,16.1,57.1,5.6,237.6,banana,Banana+Coffee,Farmyard Manure,Neem Oil,Acacia
98,100,188,25.6,84.2,6.9,1544.1,jute,Jute+Rice,Farmyard Manure,Beauveria Bassiana,Drumstick
117,85,189,18.7,86.7,7.2,511.5,cotton,Cotton+Turmeric,Neem Cake,Garlic-Chili Extract,Drumstick
20,43,28,36.9,79.5,5.2,840.0,coconut,Coconut+Pineapple,Bio-slurry,Beauveria Bassiana,Leucaena
122,88,137,25.4,43.6,6.1,1694.8,jute,Jute+Rice,Bio-slurry,Pseudomonas,Neem
44,34,10,34.3,61.7,4.9,1764.4,mango,Mango+Turmeric,Farmyard Manure,Bt Spray,Acacia
70,119,109,29.7,80.9,5.5,1039.5,maize,Maize+Beans,Jeevamrutha,Neem + Soap,Gliricidia
17,42,197,32.0,55.4,5.2,1314.2,maize,Maize+Beans,Panchagavya,Beauveria Bassiana,Subabul
24,52,108,26.9,55.0,5.6,382.3,orange,Orange+Spices,Vermicompost,Trichoderma,Sesbania
17,9,120,20.7,66.6,5.0,1973.2,orange,Orange+Spices,Farmyard Manure,Bt Spray,Acacia
24,114,51,39.1,44.2,6.6,1188.4,grapes,Grapes+Legumes,Bio-slurry,Neem + Soap,Subabul
34,44,113,31.9,47.3,6.6,571.1,coconut,Coconut+Pineapple,Neem Cake,Beauveria Bassiana,Drumstick
122,42,153,18.3,62.1,5.0,628.6,maize,Maize+Beans,Panchagavya,Garlic-Chili Extract,Leucaena
113,73,30,33.8,70.1,5.0,1183.5,apple,Apple+Medicinal Plants,Panchagavya,Garlic-Chili Extract,Acacia
80,106,40,39.8,71.3,6.9,1356.0,grapes,Grapes+Legumes,Neem Cake,Neem Oil,Leucaena
116,42,161,20.1,69.3,7.0,573.7,watermelon,Watermelon+Maize,Panchagavya,Panchagavya Extract,Sesbania
70,70,157,21.3,49.5,8.4,295.4,orange,Orange+Spices,Forest Leaf Compost,Trichoderma,Leucaena
40,89,60,39.8,37.3,6.5,462.6,mungbean,Mungbean+Sorghum,Forest Leaf Compost,Garlic-Chili Extract,Leucaena
135,13,164,19.9,82.1,6.3,241.0,orange,Orange+Spices,Forest Leaf Compost,Neem Oil,Gliricidia
92,26,158,25.5,43.9,6.1,414.0,muskmelon,Muskmelon+Beans,Jeevamrutha,Trichoderma,Gliricidia
108,107,35,29.7,54.2,8.2,1198.4,banana,Banana+Coffee,Bio-slurry,Panchagavya Extract,Acacia
47,48,179,28.3,86.4,4.9,1719.4,mango,Mango+Turmeric,Panchagavya,Beauveria Bassiana,Drumstick
119,31,84,23.9,48.3,6.0,726.7,banana,Banana+Coffee,Jeevamrutha,Garlic-Chili Extract,Casuarina
85,22,98,35.6,71.4,7.8,1905.0,banana,Banana+Coffee,Green Manure,Neem Oil,Acacia
66,48,167,15.7,66.4,7.3,921.2,orange,Orange+Spices,Bio-slurry,Trichoderma,Leucaena
137,114,133,17.9,55.1,6.2,1146.9,watermelon,Watermelon+Maize,Panchagavya,Pseudomonas,Leucaena
58,67,79,31.1,32.7,8.3,231.0,coconut,Coconut+Pineapple,Green Manure,Neem Oil,Drumstick
23,45,68,18.2,32.8,7.5,1109.2,kidneybeans,Beans+Maize,Panchagavya,Trichoderma,Sesbania
43,57,167,22.0,63.2,6.7,1938.0,jute,Jute+Rice,Neem Cake,Pseudomonas,Acacia
24,100,183,28.7,58.1,7.5,1288.5,maize,Maize+Beans,Bio-slurry,Beauveria Bassiana,Subabul
67,66,128,37.3,61.2,6.5,322.4,chickpea,Wheat+Gram,Jeevamrutha,Garlic-Chili Extract,Sesbania
67,109,98,17.7,39.5,5.7,1801.3,apple,Apple+Medicinal Plants,Bio-slurry,Beauveria Bassiana,Drumstick
43,9,118,38.6,45.7,4.9,780.0,chickpea,Wheat+Gram,Neem Cake,Trichoderma,Subabul
23,15,125,26.7,41.6,6.9,853.1,pigeonpeas,Pigeon Pea+Millet,Forest Leaf Compost,Neem Oil,Gliricidia
38,111,52,16.8,62.0,7.7,965.7,grapes,Grapes+Legumes,Bio-slurry,Panchagavya Extract,Gliricidia
24,34,81,16.3,55.0,7.2,804.2,coconut,Coconut+Pineapple,Vermicompost,Beauveria Bassiana,Acacia
19,113,81,31.5,58.5,4.9,1853.3,muskmelon,Muskmelon+Beans,Bio-slurry,Garlic-Chili Extract,Neem
38,64,158,37.0,46.0,6.6,1741.4,orange,Orange+Spices,Vermicompost,Garlic-Chili Extract,Casuarina
94,62,143,17.8,59.0,5.9,661.1,pigeonpeas,Pigeon Pea+Millet,Bio-slurry,Panchagavya Extract,Neem
70,37,70,28.4,74.4,8.0,1166.8,papaya,Papaya+Drumstick,Forest Leaf Compost,Bt Spray,Neem
113,28,156,32.9,30.8,5.0,694.9,blackgram,Blackgram+Maize,Vermicompost,Trichoderma,Drumstick
74,79,190,15.7,75.0,5.7,822.5,chickpea,Wheat+Gram,Neem Cake,Trichoderma,Acacia
33,50,188,35.4,78.9,4.7,1670.4,coffee,Coffee+Banana,Bio-slurry,Neem + Soap,Gliricidia
119,82,122,15.3,33.7,6.7,639.3,jute,Jute+Rice,Farmyard Manure,Garlic-Chili Extract,Sesbania
133,87,87,26.4,87.3,7.3,553.5,rice,Rice+Sesbania,Green Manure,Bt Spray,Leucaena
132,64,189,36.5,66.7,7.4,328.2,jute,Jute+Rice,Farmyard Manure,Pseudomonas,Gliricidia
37,117,179,19.8,65.4,5.5,1418.2,maize,Maize+Beans,Forest Leaf Compost,Panchagavya Extract,Acacia
132,70,185,36.9,76.6,6.4,1324.7,coconut,Coconut+Pineapple,Farmyard Manure,Pseudomonas,Casuarina
76,24,143,19.5,76.9,6.7,906.8,mungbean,Mungbean+Sorghum,Green Manure,Trichoderma,Sesbania
50,43,154,37.4,74.0,7.8,1920.2,chickpea,Wheat+Gram,Forest Leaf Compost,Pseudomonas,Leucaena
39,116,36,24.1,85.4,4.7,806.7,coconut,Coconut+Pineapple,Farmyard Manure,Neem Oil,Neem
104,79,88,38.7,37.0,8.0,464.9,muskmelon,Muskmelon+Beans,Green Manure,Bt Spray,Leucaena
101,20,35,26.0,57.2,7.0,999.5,mothbeans,Mothbean+Castor,Panchagavya,Pseudomonas,Drumstick
129,57,150,18.9,32.4,6.2,922.3,mango,Mango+Turmeric,Farmyard Manure,Trichoderma,Drumstick
38,79,19,33.4,66.4,7.9,213.6,banana,Banana+Coffee,Vermicompost,Neem + Soap,Leucaena
85,12,131,33.1,33.0,5.7,365.9,maize,Maize+Beans,Farmyard Manure,Bt Spray,Gliricidia
47,92,32,37.7,88.8,4.5,246.1,coffee,Coffee+Banana,Farmyard Manure,Bt Spray,Neem
110,110,59,36.5,60.5,6.1,707.9,apple,Apple+Medicinal Plants,Forest Leaf Compost,Bt Spray,Leucaena
66,54,147,36.9,63.0,7.4,1262.0,coconut,Coconut+Pineapple,Panchagavya,Pseudomonas,Acacia
27,99,177,39.7,32.5,7.5,991.9,coconut,Coconut+Pineapple,Neem Cake,Neem + Soap,Sesbania
131,53,168,34.1,72.6,7.3,1239.7,banana,Banana+Coffee,Bio-slurry,Neem Oil,Subabul
42,13,177,17.9,43.7,6.9,1101.0,banana,Banana+Coffee,Bio-slurry,Bt Spray,Acacia
42,15,20,32.1,72.0,7.3,505.3,muskmelon,Muskmelon+Beans,Forest Leaf Compost,Neem + Soap,Acacia
81,31,100,23.3,84.0,6.5,748.5,maize,Maize+Beans,Vermicompost,Panchagavya Extract,Gliricidia
100,74,71,37.9,59.8,7.1,1995.9,blackgram,Blackgram+Maize,Jeevamrutha,Trichoderma,Acacia
95,64,131,17.5,70.1,4.9,510.1,cotton,Cotton+Turmeric,Jeevamrutha,Beauveria Bassiana,Subabul
31,17,13,21.0,67.4,7.8,1452.0,orange,Orange+Spices,Green Manure,Neem + Soap,Leucaena
127,73,137,19.2,51.4,4.9,1608.5,kidneybeans,Beans+Maize,Farmyard Manure,Beauveria Bassiana,Acacia
59,114,145,25.5,33.8,4.8,1881.1,papaya,Papaya+Drumstick,Green Manure,Neem Oil,Drumstick
84,85,197,31.0,82.3,7.1,1279.8,lentil,Lentil+Mustard,Green Manure,Panchagavya Extract,Leucaena
85,83,53,33.0,69.1,6.1,1623.5,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Bt Spray,Drumstick
94,26,77,26.6,75.6,5.0,732.0,pomegranate,Pomegranate+Marigold,Green Manure,Beauveria Bassiana,Neem
104,82,192,31.1,35.1,4.8,490.7,chickpea,Wheat+Gram,Vermicompost,Neem Oil,Subabul
128,58,35,37.9,42.9,6.8,1364.7,pigeonpeas,Pigeon Pea+Millet,Forest Leaf Compost,Bt Spray,Subabul
42,9,44,22.0,42.7,5.0,1422.8,lentil,Lentil+Mustard,Forest Leaf Compost,Panchagavya Extract,Leucaena
29,16,25,27.9,43.5,7.3,1718.5,mango,Mango+Turmeric,Green Manure,Neem + Soap,Casuarina
26,33,88,28.7,34.7,5.3,762.2,mothbeans,Mothbean+Castor,Vermicompost,Pseudomonas,Casuarina
128,61,169,18.3,30.9,5.4,1659.0,mango,Mango+Turmeric,Forest Leaf Compost,Pseudomonas,Subabul
100,60,139,27.5,66.0,7.0,1684.2,kidneybeans,Beans+Maize,Bio-slurry,Neem Oil,Subabul
33,100,175,32.8,61.5,7.1,1174.0,orange,Orange+Spices,Vermicompost,Panchagavya Extract,Acacia
14,42,96,33.0,45.1,7.2,377.7,papaya,Papaya+Drumstick,Panchagavya,Pseudomonas,Acacia
127,103,37,23.5,75.1,6.3,271.3,pomegranate,Pomegranate+Marigold,Neem Cake,Neem Oil,Gliricidia
124,71,87,15.5,58.1,8.0,1120.0,muskmelon,Muskmelon+Beans,Forest Leaf Compost,Beauveria Bassiana,Acacia
15,39,107,24.0,52.9,6.4,891.8,mungbean,Mungbean+Sorghum,Forest Leaf Compost,Trichoderma,Acacia
33,118,193,28.9,52.6,6.4,1233.6,maize,Maize+Beans,Green Manure,Neem + Soap,Sesbania
88,42,61,38.9,49.3,8.2,1930.7,jute,Jute+Rice,Forest Leaf Compost,Beauveria Bassiana,Gliricidia
32,79,20,17.8,81.2,4.9,1734.6,coconut,Coconut+Pineapple,Green Manure,Panchagavya Extract,Sesbania
74,73,8,37.6,66.2,6.6,999.7,mango,Mango+Turmeric,Neem Cake,Bt Spray,Leucaena
42,63,64,27.7,50.0,7.3,212.9,cotton,Cotton+Turmeric,Vermicompost,Neem Oil,Drumstick
138,94,188,19.4,74.4,8.0,1788.2,coffee,Coffee+Banana,Green Manure,Bt Spray,Casuarina
35,95,105,36.0,41.9,4.7,1996.4,jute,Jute+Rice,Vermicompost,Trichoderma,Casuarina
39,114,130,27.3,80.7,4.7,1010.3,lentil,Lentil+Mustard,Forest Leaf Compost,Bt Spray,Casuarina
21,89,178,15.1,33.8,8.1,1123.0,maize,Maize+Beans,Bio-slurry,Panchagavya Extract,Leucaena
133,86,128,16.6,47.2,6.4,1740.8,apple,Apple+Medicinal Plants,Forest Leaf Compost,Beauveria Bassiana,Acacia
14,114,86,19.9,65.0,6.9,1720.9,papaya,Papaya+Drumstick,Bio-slurry,Beauveria Bassiana,Sesbania
71,40,164,39.9,66.7,4.7,679.7,papaya,Papaya+Drumstick,Bio-slurry,Bt Spray,Leucaena
45,83,197,17.4,84.8,6.6,997.0,coffee,Coffee+Banana,Green Manure,Bt Spray,Drumstick
40,78,127,31.6,80.9,7.9,1892.5,kidneybeans,Beans+Maize,Green Manure,Neem + Soap,Neem
11,7,57,19.2,72.8,5.8,679.5,banana,Banana+Coffee,Green Manure,Garlic-Chili Extract,Casuarina
98,16,159,23.2,64.9,7.8,768.0,rice,Rice+Sesbania,Neem Cake,Neem Oil,Acacia
85,26,173,24.4,64.6,6.1,1890.9,rice,Rice+Sesbania,Bio-slurry,Pseudomonas,Neem
88,37,107,20.4,60.1,8.1,1405.8,maize,Maize+Beans,Jeevamrutha,Garlic-Chili Extract,Gliricidia
48,79,45,19.2,61.2,7.9,1514.9,rice,Rice+Sesbania,Farmyard Manure,Neem + Soap,Sesbania
105,74,50,39.1,76.5,7.7,833.3,orange,Orange+Spices,Neem Cake,Bt Spray,Acacia
107,105,108,18.7,59.3,7.8,223.6,watermelon,Watermelon+Maize,Bio-slurry,Panchagavya Extract,Gliricidia
59,57,117,21.3,48.4,5.1,488.2,orange,Orange+Spices,Bio-slurry,Neem + Soap,Gliricidia
31,52,165,17.1,40.8,4.7,1715.5,orange,Orange+Spices,Forest Leaf Compost,Panchagavya Extract,Sesbania
31,75,122,23.3,71.4,7.3,927.2,coffee,Coffee+Banana,Farmyard Manure,Garlic-Chili Extract,Casuarina
86,65,69,25.2,42.6,8.3,1340.8,grapes,Grapes+Legumes,Bio-slurry,Pseudomonas,Acacia
96,72,98,28.9,59.1,8.1,1352.7,kidneybeans,Beans+Maize,Bio-slurry,Beauveria Bassiana,Neem
11,49,25,17.5,84.1,6.9,641.7,mothbeans,Mothbean+Castor,Neem Cake,Bt Spray,Gliricidia
45,100,159,26.6,85.7,6.4,1673.5,papaya,Papaya+Drumstick,Farmyard Manure,Panchagavya Extract,Drumstick
10,102,18,36.4,63.3,5.6,1813.3,rice,Rice+Sesbania,Bio-slurry,Garlic-Chili Extract,Acacia
74,37,33,39.1,70.4,6.1,1859.8,kidneybeans,Beans+Maize,Bio-slurry,Bt Spray,Subabul
129,9,190,32.9,53.0,7.5,552.7,jute,Jute+Rice,Forest Leaf Compost,Beauveria Bassiana,Neem
84,65,192,36.0,37.8,7.1,341.6,apple,Apple+Medicinal Plants,Bio-slurry,Garlic-Chili Extract,Subabul
89,102,7,20.9,34.0,4.7,846.9,lentil,Lentil+Mustard,Jeevamrutha,Garlic-Chili Extract,Sesbania
55,82,119,15.2,71.2,7.5,211.6,grapes,Grapes+Legumes,Bio-slurry,Pseudomonas,Neem
107,11,153,36.6,77.9,6.2,1035.2,muskmelon,Muskmelon+Beans,Neem Cake,Pseudomonas,Leucaena
80,73,19,24.0,82.8,5.6,608.1,kidneybeans,Beans+Maize,Vermicompost,Pseudomonas,Leucaena
44,101,115,19.7,47.4,5.6,400.1,muskmelon,Muskmelon+Beans,Green Manure,Panchagavya Extract,Leucaena
139,96,136,17.1,80.4,4.7,945.5,blackgram,Blackgram+Maize,Forest Leaf Compost,Neem Oil,Leucaena
119,99,6,35.4,77.4,5.3,247.1,grapes,Grapes+Legumes,Bio-slurry,Panchagavya Extract,Acacia
47,88,72,27.8,66.7,7.8,1044.2,cotton,Cotton+Turmeric,Bio-slurry,Neem Oil,Leucaena
64,36,110,17.6,43.4,4.8,1774.7,kidneybeans,Beans+Maize,Forest Leaf Compost,Garlic-Chili Extract,Neem
65,74,147,20.6,54.6,5.3,792.0,blackgram,Blackgram+Maize,Forest Leaf Compost,Neem Oil,Sesbania
107,64,160,34.2,77.4,6.0,628.0,mango,Mango+Turmeric,Neem Cake,Bt Spray,Acacia
12,31,19,36.3,53.2,7.7,540.4,pomegranate,Pomegranate+Marigold,Green Manure,Pseudomonas,Casuarina
49,11,27,31.4,85.1,5.9,275.6,grapes,Grapes+Legumes,Forest Leaf Compost,Pseudomonas,Neem
99,38,146,26.2,35.3,4.7,1510.1,blackgram,Blackgram+Maize,Green Manure,Garlic-Chili Extract,Subabul
25,19,15,17.2,50.8,6.6,1591.5,banana,Banana+Coffee,Panchagavya,Neem + Soap,Neem
39,86,88,31.4,84.2,5.0,1578.3,blackgram,Blackgram+Maize,Bio-slurry,Neem + Soap,Gliricidia
58,114,91,36.1,64.6,6.2,1611.7,orange,Orange+Spices,Farmyard Manure,Panchagavya Extract,Gliricidia
36,104,150,23.1,83.2,4.8,1259.9,kidneybeans,Beans+Maize,Panchagavya,Panchagavya Extract,Sesbania
43,28,148,34.2,85.1,4.8,1010.6,papaya,Papaya+Drumstick,Jeevamrutha,Beauveria Bassiana,Acacia
101,87,66,39.3,83.4,5.4,1536.7,pigeonpeas,Pigeon Pea+Millet,Bio-slurry,Neem + Soap,Gliricidia
94,75,70,17.2,65.3,7.3,1857.9,mungbean,Mungbean+Sorghum,Neem Cake,Panchagavya Extract,Subabul
39,40,35,28.5,70.1,8.0,1048.8,orange,Orange+Spices,Farmyard Manure,Neem + Soap,Casuarina
48,24,170,29.2,66.8,7.8,1353.0,coffee,Coffee+Banana,Green Manure,Beauveria Bassiana,Subabul
89,92,190,36.1,31.7,5.7,1189.7,coconut,Coconut+Pineapple,Jeevamrutha,Trichoderma,Drumstick
57,50,127,35.5,54.0,5.7,1607.2,maize,Maize+Beans,Jeevamrutha,Bt Spray,Acacia
15,55,174,20.8,67.1,7.7,974.9,mungbean,Mungbean+Sorghum,Neem Cake,Beauveria Bassiana,Leucaena
46,18,90,34.1,55.6,5.0,615.0,grapes,Grapes+Legumes,Forest Leaf Compost,Neem + Soap,Casuarina
86,86,42,34.3,55.8,8.5,241.4,mungbean,Mungbean+Sorghum,Panchagavya,Garlic-Chili Extract,Neem
49,64,104,27.0,37.4,5.9,1902.7,mothbeans,Mothbean+Castor,Jeevamrutha,Beauveria Bassiana,Acacia
127,16,111,29.0,44.7,7.0,1942.0,cotton,Cotton+Turmeric,Vermicompost,Beauveria Bassiana,Gliricidia
30,70,68,39.7,59.7,5.4,1613.9,maize,Maize+Beans,Farmyard Manure,Bt Spray,Acacia
73,11,32,33.0,34.8,7.4,1538.9,coconut,Coconut+Pineapple,Green Manure,Panchagavya Extract,Sesbania
111,83,23,32.8,54.8,6.2,519.2,cotton,Cotton+Turmeric,Jeevamrutha,Neem Oil,Sesbania
101,65,167,29.1,59.4,6.9,644.8,cotton,Cotton+Turmeric,Vermicompost,Pseudomonas,Leucaena
19,15,49,30.2,52.2,7.6,1968.0,banana,Banana+Coffee,Neem Cake,Beauveria Bassiana,Gliricidia
63,92,99,39.3,43.7,7.4,1163.1,muskmelon,Muskmelon+Beans,Vermicompost,Trichoderma,Acacia
135,104,140,16.6,78.2,7.0,1490.3,lentil,Lentil+Mustard,Farmyard Manure,Beauveria Bassiana,Leucaena
66,24,132,26.0,79.1,5.9,239.9,kidneybeans,Beans+Maize,Bio-slurry,Trichoderma,Leucaena
20,88,122,28.1,68.3,5.9,1671.3,banana,Banana+Coffee,Jeevamrutha,Beauveria Bassiana,Subabul
92,98,151,29.7,52.7,8.2,407.3,lentil,Lentil+Mustard,Panchagavya,Bt Spray,Gliricidia
101,85,107,35.1,84.4,6.9,1136.5,coconut,Coconut+Pineapple,Green Manure,Beauveria Bassiana,Acacia
82,33,40,20.4,62.7,7.5,1245.8,papaya,Papaya+Drumstick,Panchagavya,Pseudomonas,Casuarina
49,58,94,33.4,49.8,8.3,789.5,rice,Rice+Sesbania,Panchagavya,Pseudomonas,Sesbania
42,50,103,37.2,35.2,6.7,1727.7,chickpea,Wheat+Gram,Forest Leaf Compost,Bt Spray,Neem
62,72,105,26.5,37.0,7.5,889.4,rice,Rice+Sesbania,Forest Leaf Compost,Bt Spray,Casuarina
98,9,13,17.4,43.5,8.2,1713.7,banana,Banana+Coffee,Farmyard Manure,Panchagavya Extract,Subabul
110,40,13,31.7,83.3,4.8,612.4,rice,Rice+Sesbania,Green Manure,Bt Spray,Leucaena
36,106,113,22.4,68.1,7.1,1894.8,grapes,Grapes+Legumes,Vermicompost,Neem Oil,Neem
59,62,187,16.9,77.5,7.0,1653.0,coffee,Coffee+Banana,Bio-slurry,Garlic-Chili Extract,Casuarina
30,76,122,19.9,53.2,6.4,1780.2,apple,Apple+Medicinal Plants,Jeevamrutha,Pseudomonas,Drumstick
79,100,23,34.3,33.8,7.5,1046.0,maize,Maize+Beans,Neem Cake,Garlic-Chili Extract,Acacia
40,85,144,30.8,32.1,7.3,1375.1,mungbean,Mungbean+Sorghum,Neem Cake,Trichoderma,Subabul
103,39,121,19.8,30.6,6.0,1509.6,coffee,Coffee+Banana,Neem Cake,Garlic-Chili Extract,Gliricidia
66,49,36,32.1,58.3,4.7,1577.7,banana,Banana+Coffee,Green Manure,Bt Spray,Leucaena
19,30,86,32.2,43.3,8.1,1424.4,papaya,Papaya+Drumstick,Forest Leaf Compost,Neem Oil,Casuarina
59,93,143,37.6,77.1,6.3,1718.1,kidneybeans,Beans+Maize,Neem Cake,Garlic-Chili Extract,Gliricidia
15,89,134,38.6,86.8,4.7,429.1,pomegranate,Pomegranate+Marigold,Green Manure,Trichoderma,Leucaena
52,98,189,20.4,45.1,6.3,944.0,mothbeans,Mothbean+Castor,Vermicompost,Beauveria Bassiana,Subabul
84,74,168,39.9,79.8,5.3,826.7,pigeonpeas,Pigeon Pea+Millet,Green Manure,Panchagavya Extract,Acacia
125,82,80,17.8,32.0,6.0,1952.8,mungbean,Mungbean+Sorghum,Forest Leaf Compost,Bt Spray,Subabul
42,96,63,36.8,66.8,6.2,1266.4,banana,Banana+Coffee,Vermicompost,Beauveria Bassiana,Neem
81,95,68,32.2,45.6,7.0,738.2,papaya,Papaya+Drumstick,Neem Cake,Garlic-Chili Extract,Drumstick
85,99,72,37.0,64.4,6.5,1655.7,coconut,Coconut+Pineapple,Green Manure,Beauveria Bassiana,Subabul
110,112,136,35.6,41.3,6.6,1360.1,jute,Jute+Rice,Jeevamrutha,Trichoderma,Leucaena
115,44,99,19.3,80.0,5.9,1060.9,pomegranate,Pomegranate+Marigold,Green Manure,Panchagavya Extract,Drumstick
13,103,175,36.9,44.0,6.2,1359.8,coffee,Coffee+Banana,Farmyard Manure,Beauveria Bassiana,Leucaena
87,20,63,26.7,53.3,6.1,525.7,rice,Rice+Sesbania,Green Manure,Beauveria Bassiana,Leucaena
120,66,189,34.1,77.5,5.9,1142.2,mothbeans,Mothbean+Castor,Panchagavya,Pseudomonas,Leucaena
77,96,108,35.0,39.3,8.4,338.6,muskmelon,Muskmelon+Beans,Green Manure,Pseudomonas,Subabul
130,116,81,37.2,77.4,6.5,1142.0,chickpea,Wheat+Gram,Jeevamrutha,Pseudomonas,Subabul
42,95,160,36.8,60.2,6.9,1822.3,mungbean,Mungbean+Sorghum,Farmyard Manure,Bt Spray,Acacia
37,37,116,35.9,88.1,5.4,610.4,pomegranate,Pomegranate+Marigold,Green Manure,Trichoderma,Casuarina
63,38,114,15.4,54.3,4.8,1245.6,papaya,Papaya+Drumstick,Forest Leaf Compost,Trichoderma,Subabul
16,60,186,16.8,43.4,4.7,1153.9,chickpea,Wheat+Gram,Jeevamrutha,Beauveria Bassiana,Casuarina
85,27,173,34.6,51.0,5.7,1652.7,mango,Mango+Turmeric,Farmyard Manure,Neem Oil,Neem
53,89,94,38.1,41.2,6.7,952.7,jute,Jute+Rice,Bio-slurry,Neem Oil,Subabul
35,78,56,29.0,37.5,5.6,1812.8,kidneybeans,Beans+Maize,Farmyard Manure,Panchagavya Extract,Leucaena
71,56,167,35.7,69.6,7.6,294.2,chickpea,Wheat+Gram,Forest Leaf Compost,Beauveria Bassiana,Casuarina
102,36,8,26.6,89.6,5.1,1892.4,apple,Apple+Medicinal Plants,Neem Cake,Trichoderma,Drumstick
36,11,39,20.9,86.7,4.5,920.1,pigeonpeas,Pigeon Pea+Millet,Green Manure,Trichoderma,Casuarina
87,38,120,19.5,41.9,7.1,366.7,jute,Jute+Rice,Green Manure,Garlic-Chili Extract,Neem
